#-------------------------------------------
# Food Diary Report - Detailed Report,"понедельник, июня 1, 2026","вторник, июня 30, 2026"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,3414,"100,48","438,07","185,13"
Завтрак,849,"36,69","96,77","32,62"
Обед,1006,"22,28","126,14","74,28"
Ужин,1559,"41,51","215,16","78,23"
Перекус/Другое,,,,

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,231,"2,6","0,693",0,0,0,"48,49",136,122,536
   210 г
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
 Ужин,1946,"73,72","0,346","236,34","16,5",0,"83,59",68,61,268
  Простоквашино Простоквашино Сметана 10%,43,"3,7",,"1,44",,,"1,04",,,
   37 г
  Куриное Филе,116,"1,3","0,346",0,0,0,"24,24",68,61,268
   105 г
  Макфа Греча Ядрица,578,"4,12",,"112,2","16,5",,"21,45",,,
   165 г
  Фругурт Питьевой Йогурт,308,"4,6",,"55,2",,,"11,96",,,
   460 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,261,0,,"67,5",,,"0,9",,,
   90 г
  Магнит Купаты Экстра,640,60,,0,,,24,,,
   200 г
 Перекус/Другое,,,,,,,,,,

"суббота, июня 6, 2026",3572,"101,66","5,139","484,01","34,5","65,46","177,71",204,183,954
 Завтрак,896,"14,67","1,5","164,4","12,5","65,46","27,26",,,
  Ясно Солнышко Овсяная Каша 2,425,"7,5","1,5",75,"12,5","0,06",15,,,
   125 г
  Махеевъ Топпинг Молочный с Какао,327,"2,29",,"74,12",,"65,4","2,51",,,
   109 г
"  Вкусняев Молоко 1,5%",144,"4,88",,"15,28",,0,"9,75",,,
   325 г
 Обед,1024,"34,56","3,293","104,92","10,5",0,"70,09",136,122,536
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,231,"2,6","0,693",0,0,0,"48,49",136,122,536
   210 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Агро-Альянс Гречка Экстра,525,"4,5",,102,"10,5",,"19,5",0,,
   150 г
 Ужин,1652,"52,43","0,346","214,69","11,5",0,"80,36",68,61,418
  Prime Kraft Протеин Whey,120,2,,"2,5",,,23,,,
"   1 порция, 30 г"
  Ne Moloko Овсяное,150,8,,"16,25",,,"2,5",,,
   250 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,261,0,,"67,5",,,"0,9",,,
   90 г
  Братья Ореховы Миндаль Сырой,122,"10,74",,"2,6",,,"3,72",,,150
   20 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Простоквашино Простоквашино Сметана 10%,43,"3,7",,"1,44",,,"1,04",,,
   37 г
  Куриное Филе,116,"1,3","0,346",0,0,0,"24,24",68,61,268
   105 г
  Макфа Греча Ядрица,402,"2,88",,"78,2","11,5",,"14,95",,,
   115 г
  Фругурт Питьевой Йогурт,258,"3,85",,"46,2",,,"10,01",,,
   385 г
 Перекус/Другое,,,,,,,,,,

"воскресенье, июня 7, 2026",3457,"120,82","6,825","380,2","36,6","1,5","203,83",297,264,1163
 Завтрак,831,"39,35",,"69,92",,,"48,48",,,
  Пятерочка Сыр Тильзитер,436,"33,27",,0,,,"34,04",,,
   127 г
  Хлебзавод 3 Хлеб Тостовый,395,"6,08",,"69,92",,,"14,44",,,
   152 г
 Обед,1144,"29,13","3,603","122,4","12,6",0,"93,59",198,176,775
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,334,"3,77","1,003",0,0,0,"70,19",198,176,775
   304 г
 Ужин,1482,"52,34","3,222","187,88",24,"1,5","61,76",99,88,388
  Бабкины Семечки Семечки,336,28,"2,72",9,14,"1,5",13,,,
   50 г
  Куриное Филе,167,"1,88","0,502",0,0,0,"35,1",99,88,388
   152 г
  Макфа Греча Ядрица,350,"2,5",,68,10,,13,,,
   100 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,449,0,,"110,88",,,"0,66",,,
   132 г
 Перекус/Другое,,,,,,,,,,

"понедельник, июня 8, 2026",3345,"94,35","4,395","433,56","28,74","34,8","185,01",297,264,1388
 Завтрак,516,"22,58",,"48,76",,,"28,83",,,
  Пятерочка Сыр Тильзитер,240,"18,34",,0,,,"18,76",,,
   70 г
  Хлебзавод 3 Хлеб Тостовый,276,"4,24",,"48,76",,,"10,07",,,
   106 г
 Обед,1074,"28,53","3,603","108,8","11,2",0,"90,99",198,176,775
  Куриное Филе,334,"3,77","1,003",0,0,0,"70,19",198,176,775
   304 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Агро-Альянс Гречка Экстра,560,"4,8",,"108,8","11,2",,"20,8",0,,
   160 г
 Ужин,1755,"43,24","0,792",276,"17,54","34,8","65,19",99,88,613
  Фругурт Питьевой Йогурт,168,"2,5",,30,,,"6,5",,,
"   2 1/2 x 100g, 250 г"
  Макфа Греча Ядрица,350,"2,5",,68,10,,13,,,
   100 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Куриное Филе,167,"1,88","0,502",0,0,0,"35,1",99,88,388
   152 г
  Братья Ореховы Миндаль Сырой,183,"16,11",,"3,9",,,"5,58",,,225
   30 г
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,449,0,,"110,88",,,"0,66",,,
   132 г
  Магнит Банан,258,"0,29","0,29","63,22","7,54","34,8","4,35",,,
   290 г
 Перекус/Другое,,,,,,,,,,

"вторник, июня 9, 2026",3506,"98,47","5,604","468,02","41,1","55,26","177,58",296,264,1312
 Завтрак,857,"17,75","1,5","154,46","12,5","55,26","19,72",,,
  Махеевъ Топпинг Молочный с Какао,276,"1,93",,"62,56",,"55,2","2,12",,,
   92 г
  Ясно Солнышко Овсяная Каша 2,425,"7,5","1,5",75,"12,5","0,06",15,,,
   125 г
  Ne Moloko Овсяное,156,"8,32",,"16,9",,,"2,6",,,
   260 г
 Обед,1149,"35,69","3,352","125,32","12,6",0,"78,15",148,132,581
  Куриное Филе,251,"2,83","0,752",0,0,0,"52,65",148,132,581
   228 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
 Ужин,1500,"45,03","0,752","188,24",16,0,"79,71",148,132,731
  Братья Ореховы Миндаль Сырой,122,"10,74",,"2,6",,,"3,72",,,150
   20 г
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,299,0,,"73,92",,,"0,44",,,
   88 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Макфа Греча Ядрица,560,4,,"108,8",16,,"20,8",,,
   160 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Куриное Филе,251,"2,83","0,752",0,0,0,"52,65",148,132,581
   228 г
 Перекус/Другое,,,,,,,,,,

"среда, июня 10, 2026",3252,"94,85","4,104","400,6",26,0,"190,35",296,264,1162
 Завтрак,460,"20,27",,"43,24",,,"25,81",,,
  Пятерочка Сыр Тильзитер,216,"16,51",,0,,,"16,88",,,
   63 г
  Хлебзавод 3 Хлеб Тостовый,244,"3,76",,"43,24",,,"8,93",,,
   94 г
 Обед,1219,"36,29","3,352","138,92",14,0,"80,75",148,132,581
  Агро-Альянс Гречка Экстра,700,6,,136,14,,26,0,,
   200 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,251,"2,83","0,752",0,0,0,"52,65",148,132,581
   228 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
 Ужин,1573,"38,29","0,752","218,44",12,0,"83,79",148,132,581
  Макфа Греча Ядрица,420,3,,"81,6",12,,"15,6",,,
   120 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Куриное Филе,251,"2,83","0,752",0,0,0,"52,65",148,132,581
   228 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Фругурт Питьевой Йогурт,335,5,,60,,,13,,,
"   5 x 100g, 500 г"
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,299,0,,"73,92",,,"0,44",,,
   88 г
 Перекус/Другое,,,,,,,,,,

"четверг, июня 11, 2026",3456,"69,77","4,556","528,05","34,64","66,66","183,84",318,284,"1437,5"
 Завтрак,827,"17,4","1,5","148,02","12,5","49,86","19,46",,,
  Махеевъ Топпинг Молочный с Какао,249,"1,74",,"56,44",,"49,8","1,91",,,
   83 г
  Ясно Солнышко Овсяная Каша 2,425,"7,5","1,5",75,"12,5","0,06",15,,,
   125 г
  Ne Moloko Овсяное,153,"8,16",,"16,58",,,"2,55",,,
   255 г
 Обед,1148,"26,52","2,108","138,92",14,0,"84,67",159,142,625
  Сарепта Масло Горчичное,90,"9,98","1,3",0,,0,0,,,
   10 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,270,"3,04","0,808",0,0,0,"56,57",159,142,625
   245 г
  Агро-Альянс Гречка Экстра,700,6,,136,14,,26,0,,
   200 г
 Ужин,1481,"25,85","0,948","241,11","8,14","16,8","79,71",159,142,"812,5"
  Магнит Банан,125,"0,14","0,14","30,52","3,64","16,8","2,1",,,
   140 г
  Братья Ореховы Миндаль Сырой,152,"13,42",,"3,25",,,"4,65",,,"187,5"
   25 г
  Фругурт Питьевой Йогурт,67,1,,12,,,"2,6",,,
"   100g, 100 г"
  Агро-Альянс Длиннозерный Рис,480,"0,75",,"118,5","4,5",,"11,25",,,
   150 г
  Куриное Филе,270,"3,04","0,808",0,0,0,"56,57",159,142,625
   245 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,299,0,,"73,92",,,"0,44",,,
   88 г
 Перекус/Другое,,,,,,,,,,

"пятница, июня 12, 2026",3299,"66,76","3,796","501,66","33,33","56,65","175,73","318,12",284,"1794,06"
 Завтрак,711,"14,2","2,05","130,04","10,5","41,29","15,76","0,12",,"169,06"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,231,"1,34","0,79","53,72",,"41,24","1,11","0,12",,"169,06"
   79 г
  Ясно Солнышко Овсяная Каша 2,357,"6,3","1,26",63,"10,5","0,05","12,6",,,
   105 г
  Ne Moloko Овсяное,123,"6,56",,"13,32",,,"2,05",,,
   205 г
 Обед,838,"11,29","0,808","121,42","4,5",0,"69,92",159,142,625
  Агро-Альянс Длиннозерный Рис,480,"0,75",,"118,5","4,5",,"11,25",,,
   150 г
  Куриное Филе,270,"3,04","0,808",0,0,0,"56,57",159,142,625
   245 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
 Ужин,1750,"41,27","0,938","250,2","18,33","15,36","90,05",159,142,1000
  Магнит Банан,114,"0,13","0,13","27,9","3,33","15,36","1,92",,,
   128 г
  Макфа Греча Ядрица,525,"3,75",,102,15,,"19,5",,,
   150 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,270,"3,04","0,808",0,0,0,"56,57",159,142,625
   245 г
  Братья Ореховы Миндаль Сырой,304,"26,85",,"6,5",,,"9,3",,,375
   50 г
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,449,0,,"110,88",,,"0,66",,,
   132 г
 Перекус/Другое,,,,,,,,,,

"суббота, июня 13, 2026",3521,"114,54",0,"435,31",20,60,"173,58",0,,225
 Завтрак,884,"41,73",,"80,04",,,"46,42",,,
  Моя Цена Сыр Российский Настоящий,432,"34,77",,0,,,"29,89",,,
   122 г
  Хлебзавод 3 Хлеб Тостовый,452,"6,96",,"80,04",,,"16,53",,,
   174 г
 Обед,1194,"36,9",,136,14,,"78,53",0,,
  Село Зелёное Бескостное Мясо Бедра,494,"30,9",,0,,,"52,53",,,
   309 г
  Агро-Альянс Гречка Экстра,700,6,,136,14,,26,0,,
   200 г
 Ужин,1443,"35,91",0,"219,27",6,60,"48,63",,,225
  Братья Ореховы Миндаль Сырой,183,"16,11",,"3,9",,,"5,58",,,225
   30 г
  Prime Kraft Протеин Whey,60,1,,"1,25",,,"11,5",,,
"   1/2 x 1 порция, 15 г"
"  Простоквашино Молоко 3,5%",126,7,,"9,4",,,"5,8",,,
   200 мл
  Макфа Греча Ядрица,210,"1,5",,"40,8",6,,"7,8",,,
   60 г
  Село Зелёное Бескостное Мясо Бедра,165,"10,3",,0,,,"17,51",,,
   103 г
  Очаковский Квас,400,0,0,90,,60,0,,,
   2 000 мл
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,299,0,,"73,92",,,"0,44",,,
   88 г
 Перекус/Другое,,,,,,,,,,

"воскресенье, июня 14, 2026",3318,"116,11","0,48","413,86","21,13","39,23","165,8","0,05",,"218,48"
 Завтрак,946,"50,34","0,32","87,88","3,45","20,15","34,69","0,05",,"68,48"
  Моя Цена Сыр Российский Настоящий,117,"9,4",,0,,,"8,08",,,
   33 г
  Махеевъ Мягкая Карамель со Сгущенным Молоком,94,"0,54","0,32","21,76",,"16,7","0,45","0,05",,"68,48"
   32 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,410,"35,4",,"8,62","3,45","3,45","14,28",,,
   69 г
  Хлебзавод 3 Хлеб Тостовый,325,5,,"57,5",,,"11,88",,,
   125 г
 Обед,1086,"31,82",,"146,15","5,55",,"66,41",,,
  Село Зелёное Бескостное Мясо Бедра,494,"30,9",,0,,,"52,53",,,
   309 г
  Агро-Альянс Длиннозерный Рис,592,"0,92",,"146,15","5,55",,"13,88",,,
   185 г
 Ужин,1286,"33,95","0,16","179,83","12,13","19,08","64,7",,,150
  Магнит Банан,142,"0,16","0,16","34,66","4,13","19,08","2,38",,,
   159 г
  Братья Ореховы Миндаль Сырой,122,"10,74",,"2,6",,,"3,72",,,150
   20 г
  Prime Kraft Протеин Whey,120,2,,"2,5",,,23,,,
"   1 порция, 30 г"
"  Простоквашино Молоко 3,5%",158,"8,75",,"11,75",,,"7,25",,,
   250 мл
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,299,0,,"73,92",,,"0,44",,,
   88 г
  Село Зелёное Бескостное Мясо Бедра,165,"10,3",,0,,,"17,51",,,
   103 г
  Макфа Греча Ядрица,280,2,,"54,4",8,,"10,4",,,
   80 г
 Перекус/Другое,,,,,,,,,,

"понедельник, июня 15, 2026",4080,"129,56","2,93","510,26",35,"94,22","201,89","244,04",218,"1234,36"
 Завтрак,1377,"74,51","0,24","116,02","3,45","15,98","59,89","0,04",,"51,36"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,70,"0,41","0,24","16,32",,"12,53","0,34","0,04",,"51,36"
   24 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,410,"35,4",,"8,62","3,45","3,45","14,28",,,
   69 г
  Моя Цена Сыр Российский Настоящий,382,"30,78",,0,,,"26,46",,,
   108 г
  Хлебзавод 3 Хлеб Тостовый,515,"7,92",,"91,08",,,"18,81",,,
   198 г
 Обед,1015,"25,21","1,92","125,32","12,6",0,"68,91",122,109,479
  Сарепта Масло Горчичное,90,"9,98","1,3",0,,0,0,,,
   10 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,207,"2,33","0,62",0,0,0,"43,41",122,109,479
   188 г
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
 Ужин,1688,"29,84","0,77","268,92","18,95","78,24","73,09",122,109,704
  Макфа Греча Ядрица,525,"3,75",,102,15,,"19,5",,,
   150 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,207,"2,33","0,62",0,0,0,"43,41",122,109,479
   188 г
  Очаковский Квас,400,0,0,90,,60,0,,,
   2 000 мл
  Магнит Банан,135,"0,15","0,15","33,14","3,95","18,24","2,28",,,
   152 г
  Братья Ореховы Миндаль Сырой,183,"16,11",,"3,9",,,"5,58",,,225
   30 г
  Lucky Days Пастила с Ванильно-Сливочным Ароматом,150,0,,"36,96",,,"0,22",,,
   44 г
 Перекус/Другое,,,,,,,,,,

"вторник, июня 16, 2026",3472,"97,16","1,68","478,1","26,34","35,57","181,56","244,04",218,"1172,2"
 Завтрак,1142,"59,72","0,3","104,68","3,35","19,01","45,65","0,04",,"64,2"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,88,"0,51","0,3","20,4",,"15,66","0,42","0,04",,"64,2"
   30 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,398,"34,37",,"8,38","3,35","3,35","13,87",,,
   67 г
  Моя Цена Сыр Российский Настоящий,227,"18,24",,0,,,"15,68",,,
   64 г
  Хлебзавод 3 Хлеб Тостовый,429,"6,6",,"75,9",,,"15,68",,,
   165 г
 Обед,871,"10,73","0,62","145,12","5,4",0,"59,01",122,109,479
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,207,"2,33","0,62",0,0,0,"43,41",122,109,479
   188 г
  Агро-Альянс Длиннозерный Рис,576,"0,9",,"142,2","5,4",,"13,5",,,
   180 г
 Ужин,1459,"26,71","0,76","228,3","17,59","16,56","76,9",122,109,629
  Магнит Банан,123,"0,14","0,14","30,08","3,59","16,56","2,07",,,
   138 г
  Братья Ореховы Миндаль Сырой,122,"10,74",,"2,6",,,"3,72",,,150
   20 г
  Фругурт Питьевой Йогурт,168,"2,5",,30,,,"6,5",,,
"   2 1/2 x 100g, 250 г"
  Lucky Days Зефир со Вкусом Чёрной Смородины,261,0,,"67,5",,,"0,9",,,
   90 г
  Макфа Греча Ядрица,490,"3,5",,"95,2",14,,"18,2",,,
   140 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,207,"2,33","0,62",0,0,0,"43,41",122,109,479
   188 г
 Перекус/Другое,,,,,,,,,,

"среда, июня 17, 2026",3386,"95,24","4,494","432,47","32,35","16,8","194,87","324,04",288,"1323,5"
 Завтрак,753,"42,5","0,25","67,78","3,75","16,8","24,42","0,04",,"53,5"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,73,"0,42","0,25",17,,"13,05","0,35","0,04",,"53,5"
   25 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,446,"38,48",,"9,38","3,75","3,75","15,52",,,
   75 г
  Хлебзавод 3 Хлеб Тостовый,234,"3,6",,"41,4",,,"8,55",,,
   90 г
 Обед,1172,"35,95","3,422","125,32","12,6",0,"82,99",162,144,635
  Куриное Филе,274,"3,09","0,822",0,0,0,"57,49",162,144,635
   249 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
 Ужин,1461,"16,79","0,822","239,37",16,0,"87,46",162,144,635
  Фругурт Питьевой Йогурт,147,"2,2",,"26,4",,,"5,72",,,
   220 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,274,"3,09","0,822",0,0,0,"57,49",162,144,635
   249 г
  Макфа Греча Ядрица,560,4,,"108,8",16,,"20,8",,,
   160 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,392,0,,"101,25",,,"1,35",,,
   135 г
 Перекус/Другое,,,,,,,,,,

"четверг, июня 18, 2026",3508,"88,59","1,974","486,86","29,3","27,52","197,23","324,03",288,"1544,22"
 Завтрак,739,"42,35","0,23","65,04","3,75","15,76","24,1","0,03",,"49,22"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,67,"0,39","0,23","15,64",,"12,01","0,32","0,03",,"49,22"
